ItemIdentifier,ItemWeight,ItemFatContent,ItemVisibility,ItemType,ItemMRP,OutletIdentifier,OutletSize,OutletLocationType,OutletType,YearsSinceEstablishment
FDN20,19.35,1,0.026288547,2,167.0474,OUT018,2,Tier 3,Supermarket Type2,15
FDZ16,16.85,2,0.0,4,193.2478,OUT018,2,Tier 3,Supermarket Type2,15
FDZ28,20.0,2,0.051572555,4,126.9678,OUT049,2,Tier 1,Supermarket Type1,25
NCL55,12.15,1,0.064606878,12,253.604,OUT013,3,Tier 3,Supermarket Type1,37
NCJ17,7.68,1,0.152556491,2,85.1224,OUT046,1,Tier 1,Supermarket Type1,27
FDT37,14.15,1,0.0,12,255.8014,OUT046,1,Tier 1,Supermarket Type1,27
FDV51,16.35,1,0.032589486,7,167.7842,OUT049,2,Tier 1,Supermarket Type1,25
FDZ28,20.0,2,0.051482762,4,128.8678,OUT035,1,Tier 2,Supermarket Type1,20
FDN27,20.85,1,0.039529574,7,117.7808,OUT013,3,Tier 3,Supermarket Type1,37
FDD46,6.035,1,0.14125601,1,155.3998,OUT046,1,Tier 1,Supermarket Type1,27
FDJ03,12.35,2,0.072381223,6,48.4692,OUT035,1,Tier 2,Supermarket Type1,20
NCW53,18.35,1,0.030489311,2,191.1162,OUT035,1,Tier 2,Supermarket Type1,20
FDE39,7.89,1,0.036190683,6,120.4782,OUT049,2,Tier 1,Supermarket Type1,25
FDB44,6.655,1,0.016955625,2,210.4586,OUT035,1,Tier 2,Supermarket Type1,20
FDG59,15.85,1,0.0,10,37.5164,OUT013,3,Tier 3,Supermarket Type1,37
FDI05,8.35,2,0.12676414,4,74.2354,OUT013,3,Tier 3,Supermarket Type1,37
FDB14,20.25,2,0.102638435,12,91.212,OUT013,3,Tier 3,Supermarket Type1,37
FDA31,7.1,1,0.110011687,2,173.608,OUT046,1,Tier 1,Supermarket Type1,27
FDX40,12.85,1,0.099147047,4,38.4164,OUT049,2,Tier 1,Supermarket Type1,25
FDH09,12.6,1,0.05630601,7,51.3982,OUT018,2,Tier 3,Supermarket Type2,15
FDE40,15.6,2,0.09914376,6,61.3194,OUT046,1,Tier 1,Supermarket Type1,27
NCU17,5.32,1,0.092883309,2,100.1674,OUT046,1,Tier 1,Supermarket Type1,27
NCP14,8.275,1,0.110268903,3,106.3306,OUT035,1,Tier 2,Supermarket Type1,20
FDU39,18.85,1,0.036093981,7,59.2562,OUT049,2,Tier 1,Supermarket Type1,25
FDF28,15.7,2,0.037923591,4,126.2046,OUT049,2,Tier 1,Supermarket Type1,25
FDR57,5.675,2,0.023533498,1,158.7288,OUT049,2,Tier 1,Supermarket Type1,25
FDJ33,8.895,2,0.088248679,1,123.273,OUT013,3,Tier 3,Supermarket Type1,37
DRH23,14.65,1,0.170286046,8,55.6614,OUT035,1,Tier 2,Supermarket Type1,20
FDQ52,17.0,1,0.119384984,4,249.1434,OUT046,1,Tier 1,Supermarket Type1,27
DRK13,11.8,1,0.115145802,8,197.4084,OUT035,1,Tier 2,Supermarket Type1,20
FDP09,19.75,1,0.033889856,1,211.8902,OUT046,1,Tier 1,Supermarket Type1,27
FDT13,14.85,1,0.018600515,12,189.8214,OUT049,2,Tier 1,Supermarket Type1,25
FDH21,10.395,1,0.031225013,7,156.9604,OUT046,1,Tier 1,Supermarket Type1,27
FDL52,6.635,2,0.046161862,4,39.4506,OUT049,2,Tier 1,Supermarket Type1,25
FDL40,17.7,1,0.011631211,4,97.241,OUT049,2,Tier 1,Supermarket Type1,25
FDE24,14.85,1,0.093462623,5,141.9812,OUT046,1,Tier 1,Supermarket Type1,27
FDX35,5.035,2,0.080034782,9,227.9036,OUT049,2,Tier 1,Supermarket Type1,25
FDQ45,9.5,2,0.010934025,1,185.3608,OUT049,2,Tier 1,Supermarket Type1,25
FDN39,19.35,2,0.0,7,168.8816,OUT049,2,Tier 1,Supermarket Type1,25
FDR51,9.035,2,0.0,7,149.9708,OUT013,3,Tier 3,Supermarket Type1,37
FDL28,10.0,2,0.0634319,4,230.1668,OUT018,2,Tier 3,Supermarket Type2,15
FDZ10,17.85,1,0.044455084,1,125.602,OUT035,1,Tier 2,Supermarket Type1,20
FDK38,6.65,1,0.053245569,12,148.0734,OUT013,3,Tier 3,Supermarket Type1,37
FDR15,9.3,2,0.033410165,7,153.3314,OUT013,3,Tier 3,Supermarket Type1,37
FDQ24,15.7,1,0.073652769,5,251.7724,OUT035,1,Tier 2,Supermarket Type1,20
FDD56,15.2,2,0.103691909,2,176.7054,OUT013,3,Tier 3,Supermarket Type1,37
NCR42,9.105,1,0.0,3,32.59,OUT046,1,Tier 1,Supermarket Type1,27
FDJ34,11.8,2,0.093638018,1,125.2704,OUT035,1,Tier 2,Supermarket Type1,20
FDW37,19.2,1,0.124026934,12,92.4488,OUT035,1,Tier 2,Supermarket Type1,20
FDQ23,6.55,1,0.024625736,9,101.3332,OUT018,2,Tier 3,Supermarket Type2,15
FDP34,12.85,1,0.13711365,1,158.263,OUT013,3,Tier 3,Supermarket Type1,37
FDI35,14.0,1,0.041459372,10,179.9634,OUT018,2,Tier 3,Supermarket Type2,15
NCV05,10.1,1,0.030183371,2,156.1656,OUT013,3,Tier 3,Supermarket Type1,37
FDS19,13.8,2,0.06446883,2,76.5012,OUT018,2,Tier 3,Supermarket Type2,15
FDJ44,12.3,2,0.106760383,2,173.2396,OUT018,2,Tier 3,Supermarket Type2,15
DRE25,15.35,1,0.073222209,8,93.312,OUT013,3,Tier 3,Supermarket Type1,37
NCX05,15.2,1,0.097212998,2,114.9492,OUT049,2,Tier 1,Supermarket Type1,25
FDL20,17.1,1,0.128307691,2,111.3886,OUT013,3,Tier 3,Supermarket Type1,37
FDM34,19.0,1,0.0,1,130.9626,OUT035,1,Tier 2,Supermarket Type1,20
NCN55,14.6,1,0.059440998,12,239.4538,OUT013,3,Tier 3,Supermarket Type1,37
FDD41,6.765,2,0.087243604,4,104.4306,OUT035,1,Tier 2,Supermarket Type1,20
FDE52,10.395,2,0.029933264,6,90.1514,OUT049,2,Tier 1,Supermarket Type1,25
FDJ32,10.695,1,0.058027764,2,59.6536,OUT018,2,Tier 3,Supermarket Type2,15
FDE16,8.895,1,0.026343715,4,210.1954,OUT046,1,Tier 1,Supermarket Type1,27
DRZ11,8.85,2,0.112664944,8,123.5388,OUT046,1,Tier 1,Supermarket Type1,27
FDK41,14.3,1,0.127740015,4,86.5224,OUT049,2,Tier 1,Supermarket Type1,25
FDE56,17.25,2,0.159442933,2,61.3194,OUT049,2,Tier 1,Supermarket Type1,25
FDH34,8.63,1,0.03106937,1,186.0582,OUT013,3,Tier 3,Supermarket Type1,37
DRI49,14.15,1,0.183354585,8,80.9276,OUT013,3,Tier 3,Supermarket Type1,37
DRI59,9.5,1,0.04083467,8,224.7088,OUT046,1,Tier 1,Supermarket Type1,27
DRC36,13.0,2,0.045054813,8,173.8054,OUT049,2,Tier 1,Supermarket Type1,25
FDI07,12.35,2,0.03389839,7,196.0426,OUT018,2,Tier 3,Supermarket Type2,15
FDZ15,13.1,1,0.020955763,6,118.6782,OUT018,2,Tier 3,Supermarket Type2,15
FDF57,14.5,2,0.058778429,2,168.4448,OUT013,3,Tier 3,Supermarket Type1,37
FDI33,16.5,1,0.028413443,1,90.9146,OUT035,1,Tier 2,Supermarket Type1,20
DRJ47,18.25,1,0.044319101,8,172.008,OUT049,2,Tier 1,Supermarket Type1,25
FDB34,15.25,1,0.026609813,1,86.3198,OUT046,1,Tier 1,Supermarket Type1,27
FDY46,18.6,1,0.047880884,1,188.7898,OUT035,1,Tier 2,Supermarket Type1,20
FDG17,6.865,2,0.035810387,4,243.1486,OUT013,3,Tier 3,Supermarket Type1,37
FDE52,10.395,2,0.0,6,88.5514,OUT018,2,Tier 3,Supermarket Type2,15
FDL09,19.6,2,0.128036069,1,169.6816,OUT046,1,Tier 1,Supermarket Type1,27
FDR57,5.675,2,0.023477413,1,157.7288,OUT013,3,Tier 3,Supermarket Type1,37
DRD37,9.8,1,0.0,8,48.006,OUT035,1,Tier 2,Supermarket Type1,20
FDL33,7.235,1,0.100117939,1,196.7452,OUT049,2,Tier 1,Supermarket Type1,25
FDL28,10.0,2,0.063272773,4,230.9668,OUT049,2,Tier 1,Supermarket Type1,25
NCN29,15.2,1,0.0,2,47.5034,OUT046,1,Tier 1,Supermarket Type1,27
FDO13,7.865,1,0.061048127,11,165.9526,OUT035,1,Tier 2,Supermarket Type1,20
FDI36,12.5,2,0.062331643,5,196.3426,OUT035,1,Tier 2,Supermarket Type1,20
FDI58,7.64,2,0.070691105,1,91.412,OUT035,1,Tier 2,Supermarket Type1,20
FDH22,6.405,1,0.136856178,1,128.9678,OUT018,2,Tier 3,Supermarket Type2,15
FDQ27,5.19,2,0.044215795,7,104.999,OUT013,3,Tier 3,Supermarket Type1,37
FDT33,7.81,2,0.033990657,1,166.1158,OUT046,1,Tier 1,Supermarket Type1,27
FDF14,7.55,1,0.027169816,12,154.834,OUT046,1,Tier 1,Supermarket Type1,27
FDS46,17.6,2,0.047248393,1,120.0782,OUT035,1,Tier 2,Supermarket Type1,20
FDI22,12.6,1,0.096362017,1,207.4612,OUT049,2,Tier 1,Supermarket Type1,25
FDP46,15.35,1,0.074919567,1,89.383,OUT018,2,Tier 3,Supermarket Type2,15
FDM28,15.7,1,0.045387996,4,178.866,OUT018,2,Tier 3,Supermarket Type2,15
FDV49,10.0,1,0.025805706,12,264.6226,OUT013,3,Tier 3,Supermarket Type1,37
NCS53,14.5,1,0.090143906,2,156.8604,OUT018,2,Tier 3,Supermarket Type2,15
FDO03,10.395,2,0.03694032,7,228.8352,OUT049,2,Tier 1,Supermarket Type1,25
FDT15,12.15,2,0.042673451,7,183.595,OUT035,1,Tier 2,Supermarket Type1,20
FDD33,12.85,1,0.108360852,2,230.6642,OUT049,2,Tier 1,Supermarket Type1,25
FDH60,19.7,2,0.080669843,5,197.311,OUT013,3,Tier 3,Supermarket Type1,37
DRH51,17.6,1,0.097216576,6,86.1856,OUT046,1,Tier 1,Supermarket Type1,27
NCL07,13.85,1,0.0,12,41.948,OUT049,2,Tier 1,Supermarket Type1,25
FDJ03,12.35,2,0.072507467,6,50.2692,OUT049,2,Tier 1,Supermarket Type1,25
DRL01,19.5,2,0.077486687,8,231.8958,OUT018,2,Tier 3,Supermarket Type2,15
FDI60,7.22,2,0.038313974,5,63.951,OUT035,1,Tier 2,Supermarket Type1,20
DRH39,20.7,1,0.092672678,6,77.267,OUT035,1,Tier 2,Supermarket Type1,20
FDK36,7.09,1,0.007226532,5,49.3034,OUT049,2,Tier 1,Supermarket Type1,25
DRF36,16.1,1,0.023557678,8,191.5846,OUT013,3,Tier 3,Supermarket Type1,37
FDD59,10.5,2,0.066168292,10,80.696,OUT035,1,Tier 2,Supermarket Type1,20
FDO10,13.65,2,0.0,1,56.3588,OUT018,2,Tier 3,Supermarket Type2,15
FDU35,6.44,1,0.079149445,9,98.17,OUT013,3,Tier 3,Supermarket Type1,37
NCA30,19.0,1,0.129860583,3,188.7872,OUT018,2,Tier 3,Supermarket Type2,15
NCO41,12.5,1,0.018878167,2,97.3384,OUT049,2,Tier 1,Supermarket Type1,25
FDI24,10.3,1,0.078743805,5,175.837,OUT046,1,Tier 1,Supermarket Type1,27
FDZ16,16.85,2,0.159855844,4,192.7478,OUT046,1,Tier 1,Supermarket Type1,27
FDV47,17.1,1,0.054207549,9,82.7566,OUT046,1,Tier 1,Supermarket Type1,27
FDZ22,9.395,1,0.045261336,1,81.925,OUT035,1,Tier 2,Supermarket Type1,20
FDW38,5.325,2,0.0,6,55.6298,OUT013,3,Tier 3,Supermarket Type1,37
FDQ55,13.65,2,0.013038075,2,116.1834,OUT046,1,Tier 1,Supermarket Type1,27
NCE54,20.7,1,0.026941678,3,75.9354,OUT049,2,Tier 1,Supermarket Type1,25
FDR47,17.85,1,0.087452117,9,193.1794,OUT035,1,Tier 2,Supermarket Type1,20
DRM35,9.695,1,0.070385933,8,177.3344,OUT013,3,Tier 3,Supermarket Type1,37
FDM50,13.0,2,0.030089171,12,58.322,OUT046,1,Tier 1,Supermarket Type1,27
FDW10,21.2,1,0.070662917,1,177.037,OUT035,1,Tier 2,Supermarket Type1,20
FDY48,14.0,1,0.023771773,5,102.2332,OUT049,2,Tier 1,Supermarket Type1,25
NCX29,10.0,1,0.089515698,2,146.1102,OUT018,2,Tier 3,Supermarket Type2,15
FDE39,7.89,1,0.036134504,6,117.7782,OUT046,1,Tier 1,Supermarket Type1,27
FDI05,8.35,2,0.126845728,4,74.0354,OUT035,1,Tier 2,Supermarket Type1,20
FDC10,9.8,2,0.072817026,1,119.2098,OUT013,3,Tier 3,Supermarket Type1,37
DRB13,6.115,2,0.00704434,8,189.053,OUT046,1,Tier 1,Supermarket Type1,27
FDT35,19.85,2,0.081582021,9,167.8816,OUT049,2,Tier 1,Supermarket Type1,25
NCJ19,18.6,1,0.118157664,12,58.3588,OUT035,1,Tier 2,Supermarket Type1,20
FDT35,19.85,2,0.0,9,169.6816,OUT018,2,Tier 3,Supermarket Type2,15
FDI48,11.85,2,0.055718399,5,49.6666,OUT046,1,Tier 1,Supermarket Type1,27
FDJ57,7.42,2,0.021607186,7,185.3582,OUT049,2,Tier 1,Supermarket Type1,25
FDE09,8.775,1,0.021599298,2,110.8228,OUT035,1,Tier 2,Supermarket Type1,20
NCK06,5.03,1,0.008659972,3,120.2756,OUT049,2,Tier 1,Supermarket Type1,25
FDV56,16.1,2,0.013595722,2,106.0596,OUT046,1,Tier 1,Supermarket Type1,27
FDV35,19.5,1,0.128099312,9,153.6314,OUT013,3,Tier 3,Supermarket Type1,37
FDA36,5.985,1,0.005665312,5,183.4924,OUT035,1,Tier 2,Supermarket Type1,20
FDU47,12.8,2,0.113759721,9,141.9838,OUT013,3,Tier 3,Supermarket Type1,37
FDH48,13.5,1,0.060480359,5,86.454,OUT046,1,Tier 1,Supermarket Type1,27
FDZ14,7.71,2,0.047549094,6,121.5756,OUT013,3,Tier 3,Supermarket Type1,37
FDS46,17.6,2,0.047218002,1,121.0782,OUT013,3,Tier 3,Supermarket Type1,37
FDA26,7.855,2,0.074035365,6,220.5482,OUT049,2,Tier 1,Supermarket Type1,25
FDV12,16.7,2,0.060874678,5,99.9384,OUT046,1,Tier 1,Supermarket Type1,27
FDN57,18.25,1,0.054189065,1,143.0154,OUT013,3,Tier 3,Supermarket Type1,37
FDX55,15.1,1,0.055430785,2,215.8166,OUT018,2,Tier 3,Supermarket Type2,15
FDD16,20.5,1,0.036409618,4,74.7696,OUT049,2,Tier 1,Supermarket Type1,25
NCX18,14.15,1,0.008786665,3,196.111,OUT013,3,Tier 3,Supermarket Type1,37
NCG55,16.25,1,0.039305628,3,114.6176,OUT018,2,Tier 3,Supermarket Type2,15
NCV18,6.775,1,0.105409495,3,83.225,OUT049,2,Tier 1,Supermarket Type1,25
NCS18,12.65,1,0.042203138,3,107.6938,OUT035,1,Tier 2,Supermarket Type1,20
FDE47,14.15,1,0.037908749,10,124.0046,OUT046,1,Tier 1,Supermarket Type1,27
FDC39,7.405,1,0.0,6,206.9296,OUT049,2,Tier 1,Supermarket Type1,25
NCY53,20.0,1,0.058470282,2,113.3544,OUT035,1,Tier 2,Supermarket Type1,20
FDH52,9.42,2,0.043866567,4,63.4194,OUT013,3,Tier 3,Supermarket Type1,37
NCD19,8.93,1,0.013233076,3,53.7614,OUT018,2,Tier 3,Supermarket Type2,15
FDI44,16.1,1,0.10023287,2,76.3328,OUT046,1,Tier 1,Supermarket Type1,27
FDN08,7.72,2,0.088347953,2,119.0466,OUT035,1,Tier 2,Supermarket Type1,20
FDY02,8.945,2,0.087645926,6,261.791,OUT046,1,Tier 1,Supermarket Type1,27
DRE60,9.395,1,0.159983523,8,225.472,OUT018,2,Tier 3,Supermarket Type2,15
FDB10,10.0,1,0.067152194,1,237.259,OUT013,3,Tier 3,Supermarket Type1,37
FDH38,6.425,1,0.010429544,12,117.7808,OUT013,3,Tier 3,Supermarket Type1,37
NCL07,13.85,1,0.031466218,12,38.648,OUT018,2,Tier 3,Supermarket Type2,15
FDD48,10.395,1,0.030158689,5,113.5176,OUT046,1,Tier 1,Supermarket Type1,27
DRG03,14.5,1,0.061974853,6,155.4998,OUT035,1,Tier 2,Supermarket Type1,20
FDZ08,12.5,2,0.110440439,2,81.9592,OUT018,2,Tier 3,Supermarket Type2,15
DRG01,14.8,1,0.045061095,8,75.867,OUT018,2,Tier 3,Supermarket Type2,15
NCB07,19.2,1,0.077492893,3,197.011,OUT035,1,Tier 2,Supermarket Type1,20
NCZ06,19.6,1,0.094143857,3,253.2698,OUT035,1,Tier 2,Supermarket Type1,20
FDU48,18.85,1,0.05544452,5,130.6284,OUT049,2,Tier 1,Supermarket Type1,25
FDP15,15.2,1,0.0,7,258.233,OUT013,3,Tier 3,Supermarket Type1,37
FDF17,5.19,1,0.042620887,4,196.011,OUT046,1,Tier 1,Supermarket Type1,27
NCN06,8.39,1,0.120684607,3,164.9868,OUT049,2,Tier 1,Supermarket Type1,25
DRM48,15.2,1,0.113356563,8,38.1848,OUT018,2,Tier 3,Supermarket Type2,15
FDH10,21.0,1,0.04930501,1,191.7478,OUT046,1,Tier 1,Supermarket Type1,27
FDC60,5.425,2,0.114938715,5,88.1514,OUT018,2,Tier 3,Supermarket Type2,15
FDE35,7.06,2,0.0,10,58.2904,OUT018,2,Tier 3,Supermarket Type2,15
DRI23,18.85,1,0.137082779,8,162.3578,OUT013,3,Tier 3,Supermarket Type1,37
NCR38,17.25,1,0.113423999,3,253.5724,OUT013,3,Tier 3,Supermarket Type1,37
FDP04,15.35,1,0.01381016,4,62.4168,OUT035,1,Tier 2,Supermarket Type1,20
NCH55,16.35,1,0.034672316,3,127.202,OUT046,1,Tier 1,Supermarket Type1,27
DRG49,7.81,1,0.067455296,8,242.8486,OUT046,1,Tier 1,Supermarket Type1,27
DRG36,14.15,1,0.095526508,8,170.6106,OUT049,2,Tier 1,Supermarket Type1,25
FDU37,9.5,2,0.104670688,12,80.996,OUT049,2,Tier 1,Supermarket Type1,25
FDK10,5.785,2,0.040421607,1,181.666,OUT049,2,Tier 1,Supermarket Type1,25
FDC44,15.6,1,0.172564249,2,112.6518,OUT035,1,Tier 2,Supermarket Type1,20
FDP15,15.2,1,0.083942567,7,257.433,OUT046,1,Tier 1,Supermarket Type1,27
DRG51,12.1,1,0.011537439,6,165.9526,OUT035,1,Tier 2,Supermarket Type1,20
FDW01,14.5,1,0.064160115,12,154.0682,OUT049,2,Tier 1,Supermarket Type1,25
FDX24,8.355,1,0.0139858,5,93.5462,OUT018,2,Tier 3,Supermarket Type2,15
FDE20,11.35,2,0.005553045,2,168.179,OUT018,2,Tier 3,Supermarket Type2,15
FDQ51,16.0,2,0.017551276,7,49.1718,OUT046,1,Tier 1,Supermarket Type1,27
FDE35,7.06,2,0.043900398,10,59.9904,OUT046,1,Tier 1,Supermarket Type1,27
FDB46,10.5,2,0.093685838,1,212.4244,OUT013,3,Tier 3,Supermarket Type1,37
NCG19,20.25,1,0.147905594,3,233.1616,OUT035,1,Tier 2,Supermarket Type1,20
NCL06,14.65,1,0.072360203,3,260.4594,OUT018,2,Tier 3,Supermarket Type2,15
FDC56,7.72,1,0.121709653,2,121.344,OUT049,2,Tier 1,Supermarket Type1,25
FDJ26,15.3,2,0.084896979,12,214.7218,OUT049,2,Tier 1,Supermarket Type1,25
FDI15,13.8,1,0.141928373,6,263.6884,OUT018,2,Tier 3,Supermarket Type2,15
FDF47,20.85,1,0.098015889,10,223.6746,OUT018,2,Tier 3,Supermarket Type2,15
NCE31,7.67,1,0.184808627,3,35.2216,OUT035,1,Tier 2,Supermarket Type1,20
DRJ01,6.135,1,0.115211251,8,161.6236,OUT049,2,Tier 1,Supermarket Type1,25
FDE22,9.695,1,0.0295482,1,160.392,OUT013,3,Tier 3,Supermarket Type1,37
NCX17,21.25,1,0.113508894,2,234.73,OUT013,3,Tier 3,Supermarket Type1,37
FDG59,15.85,1,0.043301792,10,36.9164,OUT049,2,Tier 1,Supermarket Type1,25
FDS15,9.195,2,0.078378587,7,108.0596,OUT018,2,Tier 3,Supermarket Type2,15
FDB47,8.8,1,0.071415882,1,210.5612,OUT035,1,Tier 2,Supermarket Type1,20
FDB27,7.575,1,0.055344027,6,195.3768,OUT013,3,Tier 3,Supermarket Type1,37
FDA35,14.85,2,0.05382738,5,124.1072,OUT035,1,Tier 2,Supermarket Type1,20
FDN51,17.85,2,0.021032156,7,261.4936,OUT018,2,Tier 3,Supermarket Type2,15
FDB28,6.615,1,0.093530571,6,197.7426,OUT049,2,Tier 1,Supermarket Type1,25
DRJ25,14.6,1,0.150567513,8,49.5692,OUT046,1,Tier 1,Supermarket Type1,27
FDU21,11.8,2,0.077032981,1,32.7558,OUT018,2,Tier 3,Supermarket Type2,15
FDD09,13.5,1,0.021529824,2,180.1976,OUT049,2,Tier 1,Supermarket Type1,25
FDD10,20.6,2,0.046020687,1,179.3344,OUT046,1,Tier 1,Supermarket Type1,27
FDA46,13.6,1,0.118114653,1,196.4136,OUT018,2,Tier 3,Supermarket Type2,15
FDM56,16.7,1,0.070191589,2,107.9912,OUT046,1,Tier 1,Supermarket Type1,27
FDS32,17.75,2,0.029774711,2,140.0838,OUT018,2,Tier 3,Supermarket Type2,15
NCM06,7.475,1,0.075664878,3,152.7656,OUT013,3,Tier 3,Supermarket Type1,37
FDO01,21.1,2,0.020701414,11,130.1994,OUT013,3,Tier 3,Supermarket Type1,37
FDJ46,11.1,1,0.044893127,1,174.6054,OUT049,2,Tier 1,Supermarket Type1,25
FDZ38,17.6,1,0.007999506,6,174.0422,OUT035,1,Tier 2,Supermarket Type1,20
NCO55,12.8,1,0.09096147,12,105.2938,OUT013,3,Tier 3,Supermarket Type1,37
FDT60,12.0,1,0.075534025,5,123.9388,OUT035,1,Tier 2,Supermarket Type1,20
FDW37,19.2,1,0.124243256,12,91.6488,OUT049,2,Tier 1,Supermarket Type1,25
NCK42,7.475,1,0.013173474,3,214.6192,OUT018,2,Tier 3,Supermarket Type2,15
FDA45,21.25,1,0.15537968,1,175.437,OUT046,1,Tier 1,Supermarket Type1,27
FDW55,12.6,2,0.0,2,250.8092,OUT018,2,Tier 3,Supermarket Type2,15
FDM09,11.15,2,0.086065145,1,171.179,OUT049,2,Tier 1,Supermarket Type1,25
FDH12,9.6,1,0.085299728,5,105.228,OUT018,2,Tier 3,Supermarket Type2,15
NCQ43,17.75,1,0.0,12,109.8912,OUT035,1,Tier 2,Supermarket Type1,20
FDT33,7.81,2,0.033984229,1,166.8158,OUT035,1,Tier 2,Supermarket Type1,20
NCT41,15.7,1,0.056218371,2,150.3024,OUT018,2,Tier 3,Supermarket Type2,15
NCQ41,14.8,1,0.019480391,2,196.5794,OUT046,1,Tier 1,Supermarket Type1,27
NCN17,11.0,1,0.055024445,2,100.8358,OUT049,2,Tier 1,Supermarket Type1,25
FDU27,18.6,2,0.0,7,48.5376,OUT018,2,Tier 3,Supermarket Type2,15
FDG46,8.63,2,0.032903434,1,115.7518,OUT035,1,Tier 2,Supermarket Type1,20
DRL49,13.15,1,0.056658892,8,143.9812,OUT018,2,Tier 3,Supermarket Type2,15
NCB55,15.7,1,0.16091281,3,58.0562,OUT049,2,Tier 1,Supermarket Type1,25
FDK28,5.695,1,0.065691881,4,259.4646,OUT049,2,Tier 1,Supermarket Type1,25
FDT03,21.25,1,0.009990442,7,182.2608,OUT013,3,Tier 3,Supermarket Type1,37
FDR02,16.7,1,0.022061503,6,110.2886,OUT035,1,Tier 2,Supermarket Type1,20
FDF50,4.905,1,0.117232711,12,198.2768,OUT013,3,Tier 3,Supermarket Type1,37
FDA40,16.0,2,0.099675598,4,88.6856,OUT018,2,Tier 3,Supermarket Type2,15
NCT53,5.4,1,0.0,2,164.9526,OUT018,2,Tier 3,Supermarket Type2,15
FDY60,10.5,2,0.026365956,5,141.9128,OUT035,1,Tier 2,Supermarket Type1,20
FDQ60,6.195,2,0.109819987,5,120.6098,OUT018,2,Tier 3,Supermarket Type2,15
FDG41,8.84,2,0.076562109,4,109.1228,OUT046,1,Tier 1,Supermarket Type1,27
FDQ03,15.0,2,0.0,7,237.0248,OUT046,1,Tier 1,Supermarket Type1,27
FDZ51,11.3,2,0.054775045,7,93.3094,OUT018,2,Tier 3,Supermarket Type2,15
DRF51,15.75,1,0.165806866,6,38.7506,OUT035,1,Tier 2,Supermarket Type1,20
FDW52,14.0,2,0.037515445,4,163.2526,OUT035,1,Tier 2,Supermarket Type1,20
FDY22,16.5,2,0.0,1,145.5128,OUT049,2,Tier 1,Supermarket Type1,25
FDG14,9.0,2,0.050458688,12,150.1024,OUT013,3,Tier 3,Supermarket Type1,37
FDX28,6.325,1,0.125178121,4,97.5042,OUT046,1,Tier 1,Supermarket Type1,27
NCQ54,17.7,1,0.012531938,3,169.8474,OUT013,3,Tier 3,Supermarket Type1,37
FDU52,7.56,1,0.063758802,4,157.363,OUT035,1,Tier 2,Supermarket Type1,20
FDN04,11.8,2,0.014108959,4,179.4344,OUT049,2,Tier 1,Supermarket Type1,25
FDE50,19.7,2,0.01619216,12,187.4556,OUT013,3,Tier 3,Supermarket Type1,37
FDI16,14.0,2,0.135986797,4,51.364,OUT049,2,Tier 1,Supermarket Type1,25
FDM50,13.0,2,0.0,12,60.522,OUT049,2,Tier 1,Supermarket Type1,25
NCV30,20.2,1,0.066034594,3,62.351,OUT049,2,Tier 1,Supermarket Type1,25
FDT44,16.6,1,0.102900839,2,116.0466,OUT013,3,Tier 3,Supermarket Type1,37
FDY60,10.5,2,0.026348997,5,145.3128,OUT013,3,Tier 3,Supermarket Type1,37
FDV58,20.85,1,0.121744297,1,194.9452,OUT018,2,Tier 3,Supermarket Type2,15
FDU04,7.93,1,0.005543818,4,123.2414,OUT013,3,Tier 3,Supermarket Type1,37
FDI53,8.895,2,0.138205661,4,161.6236,OUT018,2,Tier 3,Supermarket Type2,15
FDD34,7.945,1,0.015876287,1,164.121,OUT046,1,Tier 1,Supermarket Type1,27
FDO27,6.175,2,0.178928452,7,96.2752,OUT013,3,Tier 3,Supermarket Type1,37
NCQ18,15.75,1,0.13562303,3,101.47,OUT018,2,Tier 3,Supermarket Type2,15
NCW05,20.25,1,0.14794938,2,109.1938,OUT013,3,Tier 3,Supermarket Type1,37
FDT40,5.985,1,0.095944263,4,125.8678,OUT049,2,Tier 1,Supermarket Type1,25
NCM30,19.1,1,0.067282681,3,40.6796,OUT035,1,Tier 2,Supermarket Type1,20
FDB22,8.02,1,0.111440661,1,153.8998,OUT046,1,Tier 1,Supermarket Type1,27
FDC58,10.195,1,0.041942318,1,43.8428,OUT046,1,Tier 1,Supermarket Type1,27
NCI29,8.6,1,0.032594398,2,140.6154,OUT013,3,Tier 3,Supermarket Type1,37
DRG48,5.78,1,0.014542953,8,143.9102,OUT013,3,Tier 3,Supermarket Type1,37
FDV21,11.5,1,0.170940574,1,125.2704,OUT013,3,Tier 3,Supermarket Type1,37
FDU24,6.78,2,0.140734003,5,94.512,OUT018,2,Tier 3,Supermarket Type2,15
FDA22,7.435,1,0.084583664,10,166.2158,OUT049,2,Tier 1,Supermarket Type1,25
FDY35,17.6,2,0.016027681,9,46.2402,OUT046,1,Tier 1,Supermarket Type1,27
NCW18,15.1,1,0.0,3,236.6248,OUT018,2,Tier 3,Supermarket Type2,15
FDK56,9.695,1,0.130527569,2,188.9898,OUT018,2,Tier 3,Supermarket Type2,15
FDF44,7.17,2,0.059728023,2,132.2968,OUT046,1,Tier 1,Supermarket Type1,27
FDP51,13.85,2,0.085407568,7,119.9124,OUT049,2,Tier 1,Supermarket Type1,25
NCL42,18.85,1,0.040371605,3,244.1144,OUT046,1,Tier 1,Supermarket Type1,27
